index,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,thermistor,time,x,y
10,18.75,19.0,19.75,19.75,19.5,19.25,20.0,19.5,19.0,19.25,19.75,19.5,19.75,19.25,20.0,20.25,19.25,19.25,20.25,20.0,19.5,20.0,19.0,19.75,19.75,19.5,20.0,19.75,20.0,20.0,19.25,19.5,19.25,19.25,20.0,20.0,19.75,20.0,20.25,19.5,19.5,19.75,19.75,19.75,20.0,20.0,20.0,19.5,18.75,19.0,19.5,20.0,20.0,19.5,20.0,20.0,19.0,19.0,19.25,19.5,19.0,19.5,19.75,19.25,24.94,2020-11-05 02:48:30.439,-2.0890026566571107,0.07821988868477833
11,19.25,19.5,19.5,20.0,19.75,19.5,19.75,19.5,19.75,19.0,20.0,19.75,20.0,20.0,19.75,19.5,19.0,19.5,20.0,19.75,20.0,20.0,19.75,19.25,19.25,19.75,20.0,19.75,20.25,19.5,19.5,20.25,19.0,19.0,19.75,20.25,20.0,20.25,20.0,19.75,19.25,19.5,19.5,19.5,20.25,20.0,20.0,20.0,18.5,19.5,19.0,19.75,20.25,19.75,20.0,20.0,19.0,19.5,19.5,20.25,19.0,19.75,19.5,19.5,24.94,2020-11-05 02:48:30.540,-2.0891976966094483,0.07866724804513955
12,19.25,19.75,20.0,19.75,19.5,19.75,19.75,19.25,18.75,19.25,19.5,20.0,20.0,20.0,19.5,19.5,19.0,19.0,20.5,20.0,19.75,20.0,19.5,19.5,19.5,19.5,19.75,19.75,19.75,20.25,20.0,19.75,19.25,19.5,20.0,20.0,20.25,20.0,20.25,19.5,19.0,19.25,19.75,19.5,19.5,20.0,19.75,20.0,18.5,19.25,19.5,19.75,20.0,20.0,20.5,19.75,18.25,19.25,19.5,19.25,19.75,19.75,19.75,19.75,24.94,2020-11-05 02:48:30.642,-2.0901632687553082,0.0782269306434136
13,18.5,19.75,19.75,20.0,19.0,19.25,19.25,19.0,19.25,19.5,19.75,19.5,20.25,19.25,19.75,19.5,19.5,19.25,20.0,20.0,19.75,19.75,19.5,19.25,19.75,19.25,19.5,20.0,20.25,20.0,19.5,20.0,18.75,19.5,19.75,20.0,19.5,20.25,20.25,19.75,19.0,19.75,19.75,19.75,19.75,20.0,20.0,19.5,19.0,19.75,19.75,20.0,20.0,19.75,20.0,19.75,18.5,18.5,19.5,20.0,19.5,20.0,19.25,19.5,24.94,2020-11-05 02:48:30.743,-2.0916117382841963,0.07787819594770197
14,19.25,19.0,19.75,19.75,19.5,20.25,19.75,19.5,19.25,19.5,20.25,19.5,19.75,19.75,19.75,19.25,18.75,19.25,20.0,20.0,19.75,20.25,19.75,19.5,19.75,19.5,19.75,19.75,20.0,20.25,19.25,20.25,19.0,19.5,20.0,20.0,19.75,20.0,20.25,19.75,19.0,19.5,19.5,19.5,20.0,20.0,19.75,20.0,18.5,19.25,20.0,20.0,20.5,19.75,20.5,19.5,18.75,19.0,19.5,20.0,19.5,20.0,19.75,19.5,24.94,2020-11-05 02:48:30.843,-2.091953943691084,0.07961748837398899
15,18.5,19.25,20.0,19.5,19.5,19.5,19.75,19.5,18.75,19.5,20.0,20.0,20.0,19.5,20.5,19.75,19.5,19.75,20.0,20.0,20.0,20.5,19.5,20.0,19.5,19.25,20.25,20.0,20.5,19.75,19.75,19.75,19.0,19.25,20.25,19.75,19.75,20.0,20.0,19.5,19.0,20.0,19.5,19.75,20.0,20.0,19.5,19.75,18.75,19.25,19.5,20.0,20.5,20.0,20.0,20.0,18.5,19.0,19.25,19.5,20.0,19.5,19.25,19.5,24.94,2020-11-05 02:48:30.946,-2.0923049243517955,0.08136514021273886
16,19.25,19.5,20.0,19.75,19.25,20.0,19.75,19.5,19.0,19.25,19.5,19.75,20.0,20.25,20.0,19.75,19.5,19.25,20.25,20.25,20.25,19.75,19.75,19.25,19.75,19.75,19.75,19.75,20.25,20.25,19.25,20.25,19.25,19.5,20.25,20.25,20.0,20.25,20.5,20.0,19.25,19.5,19.75,19.75,20.0,19.75,20.0,19.75,18.5,19.75,20.0,20.5,20.0,20.25,20.25,20.0,18.75,19.0,19.25,19.75,20.0,20.5,19.5,20.25,24.94,2020-11-05 02:48:31.045,-2.0923804176418925,0.08270221502833752
17,18.5,18.75,19.25,19.5,19.5,19.5,19.75,19.25,18.75,19.25,20.0,19.25,20.0,19.75,20.0,19.0,19.0,19.5,20.0,19.75,20.0,20.0,19.5,19.25,19.5,19.5,19.75,20.0,20.75,20.25,19.25,19.75,19.0,19.75,20.5,20.0,19.75,20.25,20.0,19.5,18.5,19.75,19.25,20.0,19.75,19.75,20.25,19.75,18.25,19.25,19.5,20.25,20.0,20.0,20.0,19.75,18.75,18.75,19.25,19.0,19.5,20.5,19.5,19.5,24.87,2020-11-05 02:48:31.145,-2.092803515844007,0.08259716596900889
18,18.75,19.5,20.0,19.75,19.75,20.0,20.0,19.75,18.75,19.5,19.75,19.75,19.5,19.75,19.75,19.0,19.25,19.5,19.75,20.25,20.0,20.0,19.75,19.25,19.75,19.5,20.0,19.5,20.0,20.0,19.5,19.5,19.25,19.25,20.0,20.25,19.75,20.25,20.0,20.0,19.25,19.0,19.75,20.0,20.0,20.0,20.0,20.25,18.5,19.25,19.75,19.75,20.25,19.75,20.5,20.0,19.0,19.0,20.0,19.75,19.75,20.0,19.25,19.75,24.94,2020-11-05 02:48:31.246,-2.094673532304187,0.08117278517601062
19,19.0,18.75,19.75,19.75,19.5,19.25,19.75,19.75,19.0,19.75,19.5,20.0,20.0,20.0,20.0,20.0,19.25,20.0,20.0,20.25,20.0,20.25,19.75,20.0,19.5,19.25,19.5,20.0,20.25,20.0,19.75,20.0,18.75,19.5,20.0,20.0,19.75,20.5,20.5,19.75,19.0,19.5,19.5,19.75,20.0,20.0,20.0,19.75,19.0,19.25,19.5,19.75,20.25,19.5,20.25,19.75,18.5,19.25,19.5,19.75,19.25,19.75,19.5,19.75,24.94,2020-11-05 02:48:31.348,-2.095258626671974,0.07967042515735416
20,18.75,19.5,19.75,19.25,19.25,20.0,20.0,19.75,19.0,19.25,20.0,19.5,20.25,19.75,20.25,19.75,19.25,19.75,19.75,19.75,20.0,20.0,19.5,19.5,19.75,19.25,19.75,20.0,19.75,20.5,19.5,20.0,19.0,19.5,19.75,20.0,19.75,20.0,20.0,19.25,19.25,19.75,19.75,19.75,20.25,19.5,20.25,20.0,18.5,18.75,19.5,20.25,20.0,20.5,20.0,20.25,18.5,18.75,19.75,19.25,20.0,20.25,19.75,20.25,24.87,2020-11-05 02:48:31.451,-2.0935354429417457,0.08015516779589987
21,19.25,19.0,19.25,19.75,19.5,19.75,20.5,19.75,19.0,19.5,20.0,19.5,20.0,19.75,20.25,20.5,19.5,20.0,20.0,20.0,20.0,20.0,19.5,19.75,19.75,19.5,19.75,20.25,20.25,19.75,19.25,20.0,19.0,19.75,20.25,20.0,20.0,20.25,20.0,19.75,18.75,19.75,19.5,20.0,20.0,20.0,20.0,20.25,19.0,19.25,19.25,19.5,20.0,19.5,20.25,20.25,18.75,19.0,19.5,20.0,20.0,19.75,19.5,20.0,24.94,2020-11-05 02:48:31.550,-2.093594978645409,0.07943573875349402
22,18.75,19.0,19.5,19.75,19.5,20.0,19.5,19.5,18.75,19.5,20.0,20.0,20.0,20.25,19.5,19.5,19.5,19.25,20.25,20.5,20.0,20.0,20.0,19.25,19.25,19.75,20.0,20.0,20.0,20.25,19.5,20.25,19.0,19.25,20.0,20.0,20.0,20.25,20.25,19.25,19.0,19.0,19.5,19.5,20.5,20.0,20.0,20.25,19.0,19.25,19.5,19.5,20.5,19.75,20.25,20.0,18.75,19.25,19.25,19.75,19.75,20.0,19.25,19.25,24.94,2020-11-05 02:48:31.651,-2.0941613522840834,0.0789570743191244
23,18.75,19.25,19.5,19.75,19.0,19.75,20.0,19.5,19.0,19.0,19.75,19.25,19.75,20.0,20.0,19.0,19.25,19.25,20.25,20.25,20.0,20.5,19.5,19.25,19.75,19.5,19.75,20.0,20.25,20.25,19.5,20.25,19.5,19.25,20.25,20.0,19.75,20.25,20.25,19.75,19.0,19.5,19.25,19.75,20.0,20.0,20.0,20.0,18.75,19.25,20.0,20.0,20.5,20.0,20.0,19.75,19.25,19.75,19.25,20.25,19.5,20.0,19.25,20.0,24.94,2020-11-05 02:48:31.753,-2.0949290610672047,0.07866706169954411
24,19.0,19.5,19.25,19.75,19.5,19.75,19.75,19.0,18.75,19.75,19.5,19.75,20.0,19.75,20.25,20.0,18.5,19.5,20.5,19.75,20.0,20.25,19.75,19.5,19.75,19.75,20.0,20.0,19.75,20.0,19.75,20.0,19.5,20.0,20.5,20.0,20.0,20.5,20.25,19.5,19.25,19.75,19.5,19.75,20.25,19.5,20.0,20.5,18.75,19.25,20.5,19.75,20.25,20.25,20.5,20.0,19.0,19.0,19.5,19.5,20.25,20.0,19.75,20.0,24.94,2020-11-05 02:48:31.853,-2.0950906183540066,0.07859890395256333
25,19.75,19.25,20.25,19.5,19.5,20.0,20.0,19.75,18.75,19.5,19.75,20.0,19.75,19.75,20.5,19.5,19.5,19.5,20.25,20.25,20.25,20.0,19.75,19.75,19.5,19.75,19.75,20.0,20.0,20.25,19.5,20.0,19.5,19.5,20.0,20.0,20.0,20.25,20.0,19.75,19.5,19.5,20.25,19.75,20.75,20.0,20.25,20.25,19.0,19.75,20.0,20.0,20.5,20.0,20.5,19.5,19.25,18.5,19.5,19.75,19.75,20.0,19.75,19.75,24.94,2020-11-05 02:48:31.954,-2.095294223438814,0.07851227513195347
26,19.0,19.5,20.0,20.0,19.5,19.5,19.75,19.0,19.25,19.5,19.75,19.75,20.25,19.75,20.25,19.5,19.5,19.5,20.0,20.25,20.0,20.5,19.75,19.75,19.75,19.75,20.0,19.75,19.75,20.25,19.75,20.0,19.0,19.5,19.75,19.75,19.25,20.25,20.0,19.5,19.0,19.75,19.75,19.75,20.25,20.25,20.0,20.25,18.25,19.5,19.75,20.0,20.25,20.0,20.25,20.25,19.0,19.0,19.5,19.75,19.25,19.5,20.0,19.5,24.94,2020-11-05 02:48:32.055,-2.09481309790383,0.07931244605650958
27,19.0,19.5,20.0,20.0,19.5,19.5,19.75,19.0,19.25,19.5,19.75,19.75,20.25,19.75,20.25,19.5,19.25,19.5,20.25,20.25,19.75,20.25,19.5,20.0,19.75,19.75,20.0,20.25,20.5,20.25,19.75,20.25,19.0,19.5,20.0,19.75,19.75,20.5,20.25,20.0,18.75,19.5,20.0,19.5,19.75,20.0,19.75,20.25,18.75,19.25,19.75,19.75,20.5,20.0,20.5,19.75,18.5,19.25,20.0,20.5,19.75,20.0,20.0,20.25,24.94,2020-11-05 02:48:32.155,-2.093830662526689,0.08061590382053636
28,18.75,19.25,19.75,20.0,19.0,19.75,20.0,19.5,19.25,19.25,19.75,19.75,20.25,20.0,20.5,19.75,19.25,19.5,20.25,20.25,19.75,20.25,19.5,20.0,19.75,19.75,20.0,20.25,20.5,20.25,19.75,20.25,19.0,20.0,19.75,20.0,20.0,20.0,20.25,19.75,19.25,19.5,19.75,20.0,20.0,19.75,20.0,19.75,18.75,19.5,19.75,20.25,20.0,19.75,19.75,19.75,19.0,19.5,19.25,19.5,19.25,20.0,19.75,20.0,24.94,2020-11-05 02:48:32.257,-2.0933440222978557,0.08155588054419564
29,18.75,18.75,19.5,20.0,19.5,20.0,19.75,19.5,18.0,19.25,19.5,20.0,19.75,19.5,19.75,19.75,19.25,19.75,19.75,19.75,19.75,19.75,19.75,19.5,19.5,19.5,19.75,19.75,20.0,20.0,19.25,19.5,19.0,20.0,19.75,20.0,20.0,20.0,20.25,19.75,19.25,19.5,19.75,20.0,20.0,19.75,20.0,19.75,18.75,19.0,19.25,19.75,20.0,20.5,20.25,19.5,18.75,19.25,19.25,20.75,19.75,20.25,19.75,20.0,24.94,2020-11-05 02:48:32.358,-2.0935461259222516,0.08013407527570507
30,19.0,19.25,19.5,19.5,20.0,19.5,20.0,19.75,19.25,19.25,20.0,19.5,19.75,19.5,20.25,19.5,19.75,19.25,20.0,20.0,20.0,20.25,19.5,19.5,19.5,20.25,19.5,20.5,20.5,20.0,19.5,19.75,19.5,19.25,20.0,19.75,20.0,20.25,20.0,19.75,19.25,19.25,19.5,20.0,20.0,20.0,20.25,20.0,18.75,19.0,19.25,19.75,20.0,20.5,20.25,19.5,18.75,19.25,19.25,20.75,19.75,20.25,19.75,20.0,24.87,2020-11-05 02:48:32.460,-2.094094382671106,0.08043152970787232
31,18.75,19.25,19.75,19.75,19.5,19.5,20.0,18.75,19.25,19.25,19.5,19.75,20.0,20.0,20.0,19.75,19.0,19.25,20.25,20.5,20.0,20.0,19.75,19.75,19.5,19.75,20.0,20.0,20.5,20.0,19.5,19.75,19.25,19.25,20.5,20.25,19.75,20.25,20.0,20.0,19.25,19.75,19.75,20.0,20.5,20.25,20.25,20.25,18.75,19.25,20.0,20.25,20.5,20.25,20.0,19.75,19.0,18.75,19.5,20.5,19.5,19.5,20.0,19.75,24.87,2020-11-05 02:48:32.561,-2.094107351794862,0.08071132523099624
32,18.75,19.75,19.5,19.75,19.0,19.75,20.0,19.75,18.75,19.25,19.5,19.75,19.5,20.0,20.0,19.75,19.0,19.25,19.75,20.0,20.25,20.5,19.5,19.5,20.25,19.75,20.0,19.75,20.0,19.5,19.5,19.75,19.25,19.75,20.0,20.0,20.0,20.25,20.25,20.0,19.25,19.75,19.5,19.25,20.0,19.75,20.25,20.5,18.5,19.75,20.0,19.75,20.25,20.25,20.0,20.0,18.75,18.75,19.5,20.0,19.75,19.75,19.75,19.5,24.94,2020-11-05 02:48:32.662,-2.0945238153175807,0.079771708531258
33,19.25,19.5,19.5,19.75,19.75,19.5,20.0,19.75,19.25,19.5,19.75,20.0,19.5,19.75,19.75,19.25,19.0,19.0,20.0,20.0,20.0,20.5,19.5,20.0,19.5,19.25,19.5,20.0,20.5,19.75,19.75,20.0,19.25,19.5,20.0,20.25,19.75,20.0,19.75,20.0,19.25,19.25,19.5,19.75,20.5,20.0,20.0,20.25,18.75,19.75,19.5,20.25,20.75,19.75,19.75,20.0,18.75,18.5,19.75,20.0,19.5,20.25,20.0,19.75,24.94,2020-11-05 02:48:32.762,-2.094946235856872,0.07916717935443728
34,18.75,19.25,19.75,20.0,19.25,19.5,19.0,19.0,19.0,19.0,19.5,19.5,19.5,19.5,19.5,19.5,18.5,19.5,19.75,19.75,19.5,20.5,19.5,19.25,19.5,19.75,19.75,20.0,20.0,19.75,19.5,19.5,19.25,19.75,19.75,20.25,19.75,20.25,20.0,20.25,19.0,20.0,19.75,20.25,20.0,20.25,20.0,20.25,18.75,19.0,19.25,20.0,20.25,20.5,19.75,19.5,19.25,18.5,19.25,19.75,19.75,20.0,19.5,19.0,24.94,2020-11-05 02:48:32.862,-2.094366282441327,0.07825150717836103
35,19.0,19.25,19.25,20.0,19.75,20.0,20.0,19.25,19.25,19.0,19.25,20.0,20.0,20.0,20.0,19.75,19.5,19.5,20.5,19.75,19.75,20.25,19.75,19.5,20.25,19.75,20.0,19.75,20.25,19.75,19.25,20.0,19.25,19.5,20.25,20.0,20.25,19.75,20.25,19.75,19.25,19.5,19.75,19.75,20.25,19.75,20.25,20.0,18.5,19.5,20.0,20.0,20.25,20.5,20.0,20.25,19.0,19.0,19.75,19.5,19.5,20.0,19.5,19.5,24.94,2020-11-05 02:48:32.964,-2.0941780921768602,0.07770184035863809
36,18.75,19.0,19.75,19.75,19.75,20.0,19.25,19.0,19.25,19.5,20.0,20.25,20.25,19.75,20.0,19.75,19.25,19.5,20.0,20.0,19.75,20.25,19.25,19.5,19.25,19.75,20.25,20.0,19.75,20.0,19.5,20.25,19.25,19.75,19.5,19.75,19.5,20.5,19.75,19.75,19.75,19.25,20.0,20.25,20.0,20.0,20.0,20.5,19.0,19.25,20.25,20.5,20.25,19.75,20.0,20.5,19.0,19.0,19.75,20.0,20.0,20.25,19.75,19.25,24.94,2020-11-05 02:48:33.064,-2.0937754339473678,0.07609033756948794
37,18.5,19.75,19.25,20.0,19.5,19.5,20.25,19.5,19.25,19.5,19.75,19.75,20.0,20.0,19.75,19.5,19.5,19.5,20.25,20.0,19.75,20.25,20.0,19.5,19.5,19.25,19.75,20.0,20.0,20.0,19.5,20.25,19.0,19.75,20.0,20.25,19.75,20.25,20.25,19.75,19.5,19.0,20.0,19.5,20.0,20.25,20.0,20.25,18.75,19.0,19.25,19.5,20.5,19.75,20.75,19.5,19.0,19.5,19.25,19.75,19.5,20.0,20.25,20.0,24.94,2020-11-05 02:48:33.165,-2.093658795455621,0.07463916717801639
38,18.75,19.25,19.5,19.75,19.75,19.75,19.75,19.75,19.0,19.5,19.25,19.5,19.75,20.0,20.0,19.5,19.25,19.5,20.0,20.5,19.75,20.0,19.5,19.5,19.0,19.5,20.0,20.25,20.5,19.75,20.0,20.0,19.5,19.25,20.25,20.25,20.25,20.75,20.5,19.75,19.0,19.25,19.75,19.75,20.0,20.0,19.75,19.75,18.5,19.25,20.25,20.0,20.5,20.0,20.5,20.25,18.5,18.75,19.0,20.25,19.75,20.25,19.75,19.75,24.94,2020-11-05 02:48:33.267,-2.093980522404363,0.07292931047127033
39,19.25,19.0,19.75,20.0,19.75,19.25,19.75,19.25,19.25,19.75,19.75,19.75,19.75,20.0,20.25,19.5,19.5,19.25,19.75,19.75,19.75,19.75,20.0,19.5,19.25,19.75,19.75,19.75,20.5,20.0,19.5,20.0,19.25,19.0,19.75,20.0,19.75,20.25,20.25,19.75,19.5,19.75,20.25,19.5,19.75,20.0,19.75,20.25,18.75,19.0,20.0,20.0,20.0,20.0,20.25,20.0,19.0,19.0,19.0,20.25,19.75,20.0,20.0,19.5,24.94,2020-11-05 02:48:33.368,-2.0949562637823456,0.07123107683775477
40,19.0,19.75,20.0,19.75,19.5,19.5,20.0,19.5,18.75,19.5,20.25,19.75,20.0,19.75,20.0,19.75,19.5,19.5,20.25,20.0,20.25,20.25,20.0,19.5,19.5,19.75,19.75,20.0,20.5,20.5,19.75,20.25,19.5,19.5,19.75,20.0,20.25,20.5,20.0,20.0,19.5,19.5,19.75,19.75,20.25,20.0,20.5,19.5,19.0,19.25,19.75,19.75,20.25,19.5,20.75,20.0,18.75,19.0,19.75,20.0,19.75,20.0,20.5,19.5,24.94,2020-11-05 02:48:33.468,-2.0955559473314693,0.06933804271065344
41,18.5,19.5,20.0,19.75,19.75,20.0,19.75,19.0,19.25,19.5,20.0,19.75,20.0,19.75,20.0,19.75,19.25,19.25,19.75,20.0,20.0,19.75,19.75,20.0,19.5,20.0,20.0,19.75,19.75,20.25,19.5,20.0,19.5,19.25,20.25,20.25,19.75,20.0,19.75,20.0,19.0,19.5,20.0,20.0,20.0,20.0,19.75,20.5,19.0,18.75,19.5,20.25,20.0,19.75,20.25,19.75,18.5,19.25,19.75,19.75,20.0,20.25,19.5,19.5,24.94,2020-11-05 02:48:33.571,-2.096174862482717,0.06670865515910772
42,18.5,19.25,19.5,20.0,19.75,19.5,19.5,19.5,19.25,19.0,19.5,19.5,19.75,19.75,20.0,19.75,19.75,19.5,20.0,20.5,20.0,20.25,20.0,19.75,19.5,19.75,20.0,20.0,20.25,20.25,19.25,19.5,19.25,19.75,20.0,20.5,19.75,20.5,20.25,19.75,19.5,19.5,19.75,20.0,20.25,20.0,20.5,20.0,19.0,19.25,19.5,20.0,20.25,20.0,20.25,20.0,18.5,19.25,19.25,20.0,20.0,20.25,20.25,19.75,24.94,2020-11-05 02:48:33.671,-2.096755000800897,0.06529050628795077
43,19.0,19.5,19.75,19.5,19.75,20.25,19.75,19.5,19.25,19.0,19.75,20.0,20.25,19.5,20.0,19.75,19.0,19.75,20.0,20.0,19.75,20.25,20.0,19.25,19.75,19.5,19.75,20.25,20.5,20.25,19.5,19.75,19.5,19.5,19.75,20.25,19.75,20.25,20.0,20.0,19.25,19.0,19.75,20.0,20.0,20.5,20.0,19.5,18.75,19.0,20.0,20.0,20.25,20.0,20.25,20.0,19.25,19.25,19.5,20.0,19.5,19.75,20.0,19.75,24.94,2020-11-05 02:48:33.772,-2.097340173782676,0.06342714116217817
44,18.0,20.0,20.0,19.5,19.75,20.25,20.25,19.25,19.25,19.5,20.0,19.75,19.5,20.0,20.0,19.25,19.5,19.5,20.25,20.0,20.0,20.5,20.0,19.0,19.75,19.75,20.25,19.75,20.0,19.75,19.75,19.75,19.0,19.5,20.25,20.0,20.0,20.5,20.25,19.75,19.0,19.5,20.0,20.0,20.0,20.0,20.25,19.75,19.0,19.5,19.5,20.0,20.0,20.0,20.25,19.25,18.5,19.0,19.25,19.25,19.75,20.0,19.25,20.25,24.94,2020-11-05 02:48:33.874,-2.097722770911485,0.061976090341627155
