index,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,thermistor,time,x,y
10,18.5,19.25,19.5,19.75,19.5,19.5,19.25,19.25,18.5,18.75,19.5,19.5,19.5,19.5,19.25,19.0,18.75,19.25,20.0,19.75,19.5,19.75,19.25,19.25,19.5,19.25,19.75,19.5,20.0,19.75,19.25,19.5,19.25,18.75,19.75,19.75,19.5,20.0,19.75,19.25,18.75,19.25,19.75,20.0,20.0,20.25,20.0,19.5,18.75,19.25,19.25,19.25,20.25,20.0,20.0,19.5,18.25,18.75,19.0,20.0,19.75,19.75,19.0,19.5,24.81,2020-11-05 02:58:54.111,-1.6739508690619298,0.6982650598604888
11,18.5,18.75,19.25,19.0,19.0,19.5,19.5,19.0,19.0,18.75,19.25,19.0,20.0,19.5,19.5,19.25,18.75,18.75,19.5,19.5,19.5,19.5,19.5,19.25,19.0,19.5,19.75,19.5,20.0,19.5,19.5,19.5,18.75,19.25,19.5,19.75,19.5,19.75,19.75,19.25,18.5,19.0,19.25,19.25,19.5,19.5,19.5,19.5,18.75,18.75,19.5,19.25,19.75,19.25,20.0,19.5,18.25,18.0,19.0,19.75,19.0,19.5,19.0,19.5,24.75,2020-11-05 02:58:54.212,-1.6707627446332771,0.6996191410112553
12,18.75,19.25,19.0,19.25,19.5,19.5,19.75,19.0,19.0,19.5,19.25,19.75,19.5,19.75,19.75,19.5,19.0,19.0,19.5,20.25,19.5,20.0,19.5,19.25,18.75,19.5,19.75,19.5,20.0,20.0,18.75,20.0,18.75,19.25,19.5,20.0,19.5,20.0,20.25,19.75,19.0,19.25,19.75,19.5,20.0,19.75,19.5,19.5,18.5,19.0,19.5,20.0,19.75,19.75,19.75,19.25,18.75,18.25,19.0,19.5,19.25,19.75,19.25,19.25,24.81,2020-11-05 02:58:54.315,-1.6697353282986103,0.6982378638832002
13,17.75,18.5,19.75,19.25,19.25,19.25,19.0,19.25,18.75,19.25,18.75,19.25,19.75,19.75,19.25,19.5,18.5,19.25,20.0,20.0,19.25,20.0,19.25,19.25,19.0,19.0,19.75,19.5,20.25,19.5,19.0,19.75,18.75,19.25,19.75,19.75,19.5,19.75,19.25,19.25,18.75,19.25,19.5,19.75,20.0,19.5,19.75,19.5,18.75,18.75,19.5,19.75,20.0,20.0,19.5,19.25,19.0,18.75,19.25,19.5,19.0,20.0,19.75,19.5,24.81,2020-11-05 02:58:54.414,-1.6689579673715564,0.6975516369613904
14,18.75,19.25,19.75,19.5,19.5,19.5,19.5,19.0,18.5,19.25,19.25,19.5,20.0,19.25,19.5,19.0,19.25,19.5,20.0,19.75,19.75,19.75,19.25,19.5,19.0,19.5,19.5,20.0,19.75,19.75,19.25,19.25,19.25,19.5,19.5,19.25,19.5,19.75,20.25,19.25,19.25,19.25,19.75,19.75,19.5,20.0,19.75,19.75,18.75,19.0,19.5,19.25,20.0,19.5,19.5,19.75,19.0,19.0,19.25,19.0,19.0,19.5,19.25,19.75,24.81,2020-11-05 02:58:54.515,-1.666688822905733,0.6959357511364661
15,18.75,19.25,19.25,19.5,19.25,19.5,19.5,19.0,18.75,19.25,19.5,19.5,19.75,19.75,19.75,19.0,19.0,19.0,19.5,19.5,19.5,19.75,19.25,19.0,19.25,19.75,19.5,19.5,19.75,20.0,19.0,19.75,19.0,19.25,20.0,19.75,19.5,20.0,19.25,19.25,18.5,19.0,19.75,19.75,19.75,19.75,19.5,19.5,18.25,18.75,19.5,19.0,20.0,19.25,19.5,19.5,18.25,18.25,19.5,19.75,19.5,19.75,19.0,19.0,24.81,2020-11-05 02:58:54.618,-1.6621309824142774,0.6906207796996173
16,18.5,19.0,19.5,19.75,19.0,19.5,19.0,19.75,18.25,19.25,19.25,19.5,19.75,19.25,19.75,19.25,18.5,19.0,19.5,19.5,19.25,19.75,19.25,18.75,19.5,19.0,19.75,19.5,19.5,19.75,19.25,19.25,18.25,18.75,19.5,20.0,19.0,20.25,19.75,19.75,18.5,19.5,19.5,18.75,19.5,19.5,19.5,19.0,18.25,18.5,19.25,19.5,20.0,20.0,20.0,19.75,18.5,18.5,19.0,19.5,19.75,19.5,19.0,19.5,24.81,2020-11-05 02:58:54.719,-1.6618724386011428,0.6837409625274183
17,18.75,19.25,19.75,19.0,19.0,19.5,19.75,19.25,18.75,19.25,19.25,19.25,19.25,19.25,19.75,19.25,18.5,19.25,20.0,19.5,20.0,19.5,19.25,19.0,19.0,19.25,19.5,19.25,20.0,19.75,19.5,19.5,19.0,19.25,19.75,20.25,19.0,19.75,19.75,19.25,19.25,19.25,19.75,19.0,19.5,19.75,19.5,20.0,18.25,19.5,19.0,19.5,19.75,19.75,19.75,19.5,18.0,18.75,19.25,20.0,19.5,19.5,18.75,19.25,24.81,2020-11-05 02:58:54.818,-1.6662559590252686,0.6816552384766386
18,18.0,19.0,19.75,19.25,19.25,19.75,19.75,19.5,18.75,19.0,19.75,19.25,19.75,19.5,19.25,19.25,19.0,19.5,20.0,19.5,19.5,19.75,19.5,19.25,19.25,19.5,20.0,19.5,19.5,19.5,19.25,19.5,19.0,19.25,20.0,19.75,20.0,20.25,19.75,19.75,18.75,19.0,20.0,19.75,19.75,19.5,19.25,19.75,18.75,19.0,19.75,19.5,19.75,19.5,20.0,19.75,18.25,18.5,19.25,19.75,19.0,19.25,19.0,19.75,24.81,2020-11-05 02:58:54.927,-1.6723088227326877,0.6869006766079673
19,18.5,19.0,19.25,19.5,19.0,19.5,20.0,19.0,18.5,19.5,19.25,19.5,19.25,19.25,19.5,19.25,19.5,19.25,19.75,20.0,19.75,19.25,19.5,19.0,19.5,19.25,19.25,19.25,19.75,19.75,19.0,19.75,18.75,19.0,19.75,19.75,19.25,20.25,20.0,19.5,18.75,19.25,20.0,19.25,19.5,19.5,19.5,19.75,18.25,19.25,19.25,19.25,19.75,19.25,19.75,19.5,18.75,19.25,19.25,20.0,19.25,19.75,19.0,19.5,24.81,2020-11-05 02:58:55.021,-1.6734646594854277,0.6926967084049866
20,19.0,19.0,19.75,19.25,19.25,19.25,19.5,18.75,18.75,18.25,20.0,19.25,19.5,19.5,20.0,19.25,19.25,19.5,20.0,20.25,19.5,19.5,19.25,19.5,19.5,19.5,20.0,19.5,19.75,19.5,19.25,19.75,19.25,19.0,19.75,20.0,19.25,20.25,19.25,19.5,18.75,19.25,19.75,19.25,19.5,19.75,19.75,19.5,18.25,19.5,19.75,19.5,20.0,20.0,19.5,19.75,18.5,18.75,19.25,19.5,19.25,19.5,19.25,18.5,24.81,2020-11-05 02:58:55.123,-1.6721678539054374,0.6945239459507031
21,19.25,19.5,19.25,19.25,19.0,19.25,19.5,19.25,18.5,19.0,19.25,19.25,19.75,19.0,19.5,18.5,18.75,19.25,19.75,19.75,19.5,19.75,19.0,18.75,19.25,19.25,19.25,19.5,20.0,19.5,18.75,19.5,19.25,19.5,19.5,19.75,19.25,19.75,19.25,19.0,19.0,18.75,19.25,19.75,19.5,19.25,19.25,19.75,18.5,18.75,19.25,19.25,19.75,19.5,19.75,19.25,18.5,18.0,19.25,19.0,19.0,19.5,18.75,19.5,24.75,2020-11-05 02:58:55.222,-1.6714260406498016,0.6931666152351894
22,18.5,19.0,19.25,19.5,19.25,19.5,19.75,19.0,18.75,19.5,19.5,19.25,19.25,19.5,19.75,19.25,18.75,19.0,19.75,19.5,19.75,19.75,19.25,19.0,19.5,19.0,19.25,19.75,19.75,19.75,19.0,19.5,19.0,19.25,20.0,19.75,19.25,19.5,19.75,19.0,19.25,18.75,19.25,19.25,19.5,19.75,19.5,19.75,18.0,18.25,19.5,19.5,19.5,19.25,19.5,19.75,18.0,18.5,18.75,19.25,19.0,19.5,19.25,19.5,24.75,2020-11-05 02:58:55.326,-1.672621243833283,0.6993200414345532
23,18.75,19.25,19.25,19.5,19.5,19.5,19.0,19.25,18.5,19.25,19.0,19.25,19.75,19.25,19.25,19.0,19.0,19.0,19.25,19.75,19.25,19.5,19.75,18.75,19.5,19.5,19.5,19.5,19.75,19.75,19.25,19.5,18.75,18.75,19.75,19.5,19.5,19.75,19.75,19.25,19.25,18.5,19.5,19.5,19.5,19.5,19.25,19.5,17.75,18.75,19.5,19.5,19.5,19.75,19.75,19.0,18.5,18.75,19.0,19.25,19.25,20.0,19.25,19.0,24.75,2020-11-05 02:58:55.425,-1.6748999410278242,0.7104005285490524
24,18.5,19.25,19.5,19.5,19.0,19.75,19.5,18.75,18.75,19.0,19.5,19.25,19.5,19.5,19.25,19.5,19.0,19.0,19.75,19.75,19.5,19.75,19.5,19.0,19.25,19.25,19.75,19.25,19.75,19.5,19.0,19.5,19.0,18.75,19.25,19.75,19.5,19.75,20.0,18.75,18.25,19.0,19.5,19.25,19.5,19.5,19.5,19.0,18.5,18.75,19.0,19.25,20.0,19.25,20.0,18.75,18.75,18.5,19.5,19.5,18.75,19.75,19.0,19.25,24.81,2020-11-05 02:58:55.525,-1.6752856057654348,0.7193371125552138
25,18.5,19.75,19.5,18.75,19.0,19.5,19.75,19.0,18.75,19.25,19.5,19.25,19.5,19.5,19.5,19.25,19.25,18.75,19.75,19.75,19.25,19.75,19.5,19.0,19.0,19.0,19.5,19.25,20.0,19.5,19.25,19.0,18.75,19.0,19.75,20.0,19.5,20.0,19.75,19.0,18.5,18.75,19.5,19.25,20.0,19.5,19.5,19.0,18.5,19.0,19.5,19.75,19.0,19.5,19.75,19.5,17.75,18.75,19.25,19.5,19.5,19.75,19.25,19.25,24.81,2020-11-05 02:58:55.627,-1.672893782255438,0.7228966729540711
26,18.25,18.75,19.5,19.25,19.25,19.25,19.5,19.25,18.0,19.0,19.5,19.0,19.5,19.5,19.5,19.5,19.0,19.25,19.75,19.5,19.25,19.75,19.0,19.0,19.25,19.5,19.75,19.25,19.75,19.25,19.25,19.5,19.0,19.0,19.75,19.75,19.5,20.0,19.5,19.25,18.75,19.0,19.75,19.75,19.75,19.75,19.5,19.5,18.5,18.75,19.5,19.75,19.75,19.75,19.75,19.5,18.75,19.25,19.0,19.25,19.0,19.25,19.0,19.0,24.81,2020-11-05 02:58:55.727,-1.6682025684014108,0.7208219037015022
27,18.25,19.0,19.25,19.25,19.0,18.75,19.75,19.0,18.75,18.75,19.25,19.25,19.25,19.5,19.5,19.25,18.75,19.25,19.5,19.75,19.5,19.5,19.0,19.0,19.25,19.5,19.5,19.75,20.0,19.5,19.25,19.5,18.5,19.25,19.75,19.5,19.5,19.75,19.5,19.5,18.75,18.75,19.25,19.5,19.25,19.75,19.5,20.0,19.0,19.25,19.25,19.75,19.75,19.75,19.5,19.25,18.75,19.0,19.25,19.25,19.0,19.75,19.0,18.75,24.81,2020-11-05 02:58:55.829,-1.6634183375767138,0.7189236598768047
28,18.75,18.75,19.0,19.5,19.25,19.25,19.25,19.0,18.5,19.5,19.25,19.25,19.75,19.75,19.5,19.0,18.75,18.75,19.5,19.5,19.5,19.75,19.25,19.5,19.25,19.5,19.75,19.5,20.0,19.5,19.0,19.25,18.5,19.5,19.5,19.75,19.5,20.0,20.0,18.75,19.0,19.25,19.0,19.25,20.0,19.25,19.25,19.25,18.25,18.25,19.25,19.5,19.5,19.5,19.75,19.5,18.0,18.25,19.25,19.75,19.25,19.25,19.25,19.5,24.81,2020-11-05 02:58:55.928,-1.662017522837082,0.7160252802083338
29,18.5,19.0,19.5,19.25,18.75,18.75,19.75,18.5,18.0,19.0,19.25,19.25,19.25,19.25,19.75,19.25,19.25,19.25,20.0,19.5,19.25,19.25,19.5,19.25,19.5,19.25,19.25,19.25,19.75,19.5,19.25,19.0,18.75,19.25,19.5,19.75,19.25,19.5,19.5,19.0,18.25,19.5,19.5,19.5,19.5,20.0,19.25,19.5,18.5,19.0,18.75,19.0,20.0,19.25,19.75,19.5,18.25,18.25,19.25,19.5,19.25,19.5,19.5,19.25,24.75,2020-11-05 02:58:56.030,-1.66166995030059,0.7123136027625923
30,18.5,18.5,19.0,18.75,19.0,19.5,19.25,18.75,18.75,18.75,19.5,19.5,19.75,19.25,19.75,19.25,18.75,19.25,19.5,19.75,19.25,19.5,19.5,19.5,19.25,19.25,19.75,19.25,19.5,19.0,19.5,19.5,19.0,19.25,19.75,20.0,19.25,19.75,19.5,19.75,19.0,19.0,19.75,19.0,19.25,19.5,19.5,19.0,18.0,19.0,19.75,20.25,19.75,19.75,19.5,19.25,18.5,18.5,19.5,19.5,19.0,19.5,19.0,19.25,24.75,2020-11-05 02:58:56.132,-1.6613728590194272,0.7107244143206257
31,18.5,18.5,19.25,19.0,18.75,19.5,19.75,18.75,18.5,18.5,19.75,19.0,19.5,19.25,19.25,18.75,18.5,19.0,19.0,20.0,19.0,19.5,19.0,19.0,19.0,19.25,19.25,19.75,19.5,19.5,19.25,19.25,18.75,18.75,19.5,20.0,19.5,19.5,19.5,19.25,19.0,19.25,19.5,19.75,19.75,19.5,19.75,19.25,18.25,19.25,19.5,19.25,19.75,19.0,19.75,18.5,18.75,18.25,19.0,19.5,19.0,19.75,18.5,19.0,24.75,2020-11-05 02:58:56.232,-1.6597224981202903,0.7099274005967855
32,18.75,18.75,19.0,19.5,18.75,19.5,19.5,19.25,18.75,19.75,19.25,19.5,19.25,19.5,19.0,19.0,18.5,19.0,19.5,19.0,19.75,19.25,19.25,18.75,19.5,19.75,20.0,19.25,19.5,19.25,19.0,19.5,19.5,19.0,19.25,19.5,19.25,19.5,19.75,19.75,18.75,19.5,19.5,19.0,20.0,19.5,19.5,19.5,18.5,18.5,19.0,19.25,19.75,19.5,19.75,19.25,18.5,18.75,18.75,19.25,19.25,20.0,19.25,19.5,24.75,2020-11-05 02:58:56.333,-1.6591089279622981,0.709246450134981
33,18.75,18.75,19.0,19.5,18.75,19.5,19.5,19.25,18.75,19.75,19.25,19.5,19.25,19.5,19.0,19.0,18.75,19.25,19.75,19.5,19.75,19.75,19.25,19.0,19.25,19.5,19.75,19.75,19.75,19.25,19.25,19.25,19.0,19.25,19.75,20.0,19.5,20.0,19.75,19.25,18.5,19.25,19.25,19.25,19.5,19.5,19.5,19.75,18.25,18.75,19.0,19.75,20.0,19.75,19.75,19.25,19.25,18.75,19.5,19.5,19.25,19.25,19.25,19.0,24.81,2020-11-05 02:58:56.434,-1.6580040238221279,0.7102402046665024
34,19.0,19.0,19.0,19.5,19.0,19.5,19.5,19.25,18.75,18.75,19.75,19.5,19.5,19.5,19.75,18.75,18.75,19.25,19.75,19.5,19.75,19.75,19.25,19.0,19.25,19.5,19.75,19.75,19.75,19.25,19.25,19.25,18.75,19.25,19.5,19.5,19.5,20.0,19.5,19.75,18.5,19.0,19.25,19.5,19.25,19.5,19.25,19.25,18.25,19.25,19.25,19.75,19.75,20.0,20.0,19.0,18.75,19.0,19.25,19.75,19.25,19.5,18.75,19.0,24.75,2020-11-05 02:58:56.535,-1.657448874747293,0.7116258435544249
35,18.75,19.0,19.5,19.5,19.0,19.25,19.25,18.75,18.5,19.0,19.25,19.25,19.75,19.5,19.25,19.25,19.25,19.25,19.5,19.5,20.0,19.5,19.5,19.25,19.25,19.25,19.5,19.25,19.75,19.75,19.0,19.5,18.75,19.25,19.5,19.5,19.5,20.0,19.5,19.75,18.5,19.0,19.25,19.5,19.25,19.5,19.25,19.25,18.5,18.75,19.5,19.25,19.75,19.25,20.0,19.25,18.0,18.5,19.25,19.25,19.75,19.5,19.25,19.25,24.81,2020-11-05 02:58:56.636,-1.6576497411369555,0.712451023508643
36,18.0,18.75,19.5,19.5,18.75,19.5,19.75,19.0,18.5,18.75,19.5,19.25,19.75,19.5,19.0,19.25,19.0,19.0,20.0,19.75,19.5,20.0,19.25,19.0,19.0,19.5,19.75,19.75,20.0,19.75,19.25,19.25,18.5,19.25,19.5,19.25,19.0,20.25,19.75,19.25,18.75,19.0,19.5,19.25,19.75,19.5,19.5,19.25,18.5,18.75,19.5,19.25,19.75,19.25,20.0,19.25,18.0,18.5,19.25,19.25,19.75,19.5,19.25,19.25,24.81,2020-11-05 02:58:56.737,-1.6590209733694385,0.7116625755421585
37,18.25,19.0,19.25,19.25,18.75,19.25,19.25,18.75,18.5,19.25,19.25,19.5,19.5,19.25,19.0,19.25,19.25,18.75,19.75,19.75,19.5,19.75,19.25,18.75,19.0,19.25,19.5,19.5,19.75,19.75,18.75,19.0,18.5,18.75,19.75,19.75,19.25,19.5,19.5,19.5,18.75,19.0,19.5,19.25,19.75,19.25,19.0,19.25,18.5,19.0,19.75,19.5,19.5,19.5,19.5,19.5,18.5,18.5,19.25,19.25,19.5,19.75,19.0,19.75,24.81,2020-11-05 02:58:56.839,-1.6604489539818905,0.7112048912902664
38,18.75,19.5,19.0,19.25,19.25,18.75,19.25,19.0,18.75,19.0,19.5,19.0,19.75,19.25,19.5,19.0,18.75,19.25,20.0,20.0,19.25,19.75,19.5,19.25,19.5,19.5,19.5,19.5,19.5,19.5,19.0,19.0,19.25,19.25,20.0,19.75,19.25,20.0,19.75,19.25,18.5,19.5,19.5,19.25,19.5,19.25,19.75,19.75,18.75,18.75,19.75,19.5,20.0,19.25,19.75,19.75,18.25,18.25,19.25,19.0,19.5,19.25,19.25,19.5,24.81,2020-11-05 02:58:56.939,-1.6612541199624926,0.7105752981544894
39,19.0,19.5,19.5,19.0,19.25,19.5,19.5,19.25,18.75,19.25,19.25,18.75,19.75,19.5,19.75,19.5,19.25,18.75,19.75,19.75,19.75,19.5,19.5,18.75,19.25,19.5,19.75,19.5,20.0,19.75,19.25,19.25,19.25,19.25,20.0,20.0,19.75,20.25,20.25,19.5,19.0,19.25,19.5,19.25,19.75,19.5,19.75,19.5,18.75,19.0,19.25,19.25,19.75,19.5,19.75,20.0,18.25,18.0,19.75,19.0,19.5,19.75,19.0,18.75,24.81,2020-11-05 02:58:57.041,-1.6623555432354942,0.7094968321127724
40,18.75,19.0,19.5,19.25,19.25,19.5,19.75,18.75,18.75,19.5,19.0,19.75,20.0,19.0,19.5,19.25,18.75,18.75,20.0,19.75,19.75,19.75,19.25,18.75,19.75,19.25,19.5,20.25,19.75,19.5,19.25,19.75,19.0,19.25,19.75,20.0,19.5,19.75,19.75,19.5,18.75,19.0,19.5,18.75,20.25,19.5,19.5,19.25,18.5,18.75,19.25,20.0,19.5,19.5,19.5,19.5,18.5,18.75,19.25,19.75,19.25,19.5,19.5,19.5,24.81,2020-11-05 02:58:57.141,-1.6633548336605175,0.7078402281387628
41,18.25,19.5,19.0,19.5,18.75,19.5,19.75,18.75,18.75,19.0,19.25,19.5,19.75,19.25,19.75,19.0,19.0,19.0,20.0,19.5,19.5,19.75,19.0,19.5,19.25,19.25,19.25,19.75,19.75,19.5,19.5,19.5,19.0,19.0,19.0,19.5,19.5,20.0,19.5,19.0,19.0,19.25,19.25,19.25,19.75,19.5,19.75,19.75,18.5,18.75,19.75,19.25,19.5,19.5,19.75,19.75,18.25,19.0,19.5,19.5,19.25,19.0,19.25,19.0,24.75,2020-11-05 02:58:57.243,-1.6644706549338886,0.7061642867213553
42,18.5,18.75,19.25,19.25,19.0,19.0,19.5,19.75,18.5,19.25,19.5,19.5,19.25,19.25,19.75,19.25,19.0,19.25,20.0,19.5,19.75,19.5,19.5,19.25,19.25,19.5,20.0,19.5,19.5,19.75,19.0,19.0,18.75,19.0,19.75,20.0,19.25,19.5,19.5,19.0,19.0,19.0,19.25,19.5,19.5,19.25,19.5,19.75,19.0,18.5,19.5,19.25,19.75,19.75,19.5,19.25,18.0,18.75,19.0,19.25,19.0,19.25,19.5,19.5,24.81,2020-11-05 02:58:57.343,-1.6653590302217949,0.7047092465163312
43,19.0,19.25,19.75,19.25,19.25,19.25,19.75,18.5,18.5,19.25,19.5,19.5,20.0,19.5,19.25,19.25,18.25,19.0,19.75,19.5,19.5,19.75,19.25,19.0,19.5,19.5,19.25,19.75,19.75,20.25,19.0,19.25,18.75,19.25,20.0,20.0,19.75,20.0,19.75,19.5,19.0,19.25,19.5,19.5,19.75,19.75,19.75,19.5,18.5,19.25,19.5,19.25,19.75,19.5,19.75,19.75,18.25,18.5,19.0,19.75,19.5,19.75,18.75,19.5,24.81,2020-11-05 02:58:57.445,-1.6667720243657005,0.7030306607565286
44,18.25,19.0,19.0,19.0,19.25,19.25,19.25,18.5,18.25,19.0,19.75,19.0,19.5,19.5,19.5,19.25,18.5,19.0,19.75,19.75,19.25,19.75,19.25,18.75,19.25,19.25,19.5,19.5,19.75,19.5,19.5,19.75,18.75,19.25,19.5,19.75,19.0,19.75,19.5,19.25,19.25,19.0,19.25,19.25,20.0,19.5,19.5,19.0,18.5,19.0,19.25,19.5,19.75,19.75,19.75,19.5,17.75,19.0,19.25,19.25,19.5,19.5,19.5,20.25,24.75,2020-11-05 02:58:57.545,-1.668347334882916,0.7011679480824397
