index,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,thermistor,time,x,y
1358,18.0,19.25,19.75,19.5,19.0,19.75,20.0,19.0,19.0,19.5,19.5,19.75,20.25,19.25,19.75,19.0,19.25,19.75,20.0,19.75,19.75,19.75,20.0,19.0,19.5,19.5,19.75,19.75,20.0,20.0,19.25,20.0,19.0,19.5,19.5,19.75,20.0,19.5,19.75,19.25,18.75,19.25,19.5,19.5,19.75,19.75,19.25,19.5,18.5,18.75,19.75,19.5,20.0,19.75,20.25,19.25,18.5,18.75,19.75,19.5,19.5,19.75,19.0,19.5,24.81,2020-11-05 03:01:10.255,-0.7545789579299869,4.39257819251909
1359,18.75,19.25,20.0,20.0,19.5,19.75,19.75,18.75,19.0,19.5,19.75,20.0,20.0,19.5,19.75,19.25,19.0,19.0,20.0,20.25,19.5,20.25,19.5,19.5,19.5,19.5,19.5,19.5,20.0,19.75,19.5,19.25,19.25,19.5,20.0,20.0,19.75,20.0,20.0,19.25,18.5,19.25,19.25,19.5,19.75,20.0,19.75,20.0,18.25,19.25,19.75,19.75,20.0,20.0,19.75,20.5,17.75,18.5,19.25,19.75,19.75,19.5,19.5,19.75,24.81,2020-11-05 03:01:10.355,-0.6387637442873206,4.407350772218573
1360,19.0,19.25,19.25,19.5,19.5,19.75,19.75,19.5,19.5,19.25,19.5,19.5,20.0,19.5,19.25,19.5,19.0,19.25,19.5,19.75,20.0,20.0,19.5,19.25,19.25,19.0,19.5,19.5,20.0,20.0,19.25,19.75,19.0,19.5,19.75,19.5,20.0,20.25,20.0,19.75,19.0,19.25,19.75,19.5,20.0,19.75,20.25,20.0,18.0,19.25,19.5,20.0,20.0,19.75,19.75,20.0,18.25,18.5,19.0,19.5,19.25,19.5,19.5,19.5,24.81,2020-11-05 03:01:10.457,-0.5278650567963179,4.415075417007792
1361,19.0,19.5,19.5,20.0,19.5,19.75,19.75,19.5,19.0,19.0,19.5,19.5,19.75,19.5,20.0,19.75,19.25,19.25,20.25,19.75,20.0,19.75,19.5,19.0,19.75,19.75,19.75,19.75,20.0,19.75,19.5,19.75,19.0,19.25,20.0,20.0,20.0,19.75,19.75,19.5,18.75,19.5,19.75,19.5,20.0,19.75,20.0,20.0,18.5,19.25,19.75,19.75,20.0,20.0,20.25,19.5,18.25,19.5,18.75,19.75,19.5,20.25,19.25,19.75,24.81,2020-11-05 03:01:10.556,-0.4190437403448986,4.409411567986945
1362,18.75,19.75,19.75,20.0,19.5,19.75,20.0,19.5,18.75,19.5,20.0,19.5,20.0,20.0,20.0,19.5,18.75,19.25,20.5,20.0,19.75,20.0,19.75,19.5,19.5,19.25,20.0,20.0,20.25,20.0,19.5,20.0,19.25,19.25,20.0,19.75,20.0,19.75,19.75,20.0,19.0,20.0,19.75,19.75,19.75,20.0,19.75,20.25,18.5,19.25,19.5,20.0,20.0,19.5,20.0,20.0,18.5,18.75,19.75,20.0,19.5,19.75,19.25,19.5,24.81,2020-11-05 03:01:10.659,-0.30819707524608014,4.403704188501077
1363,19.0,19.75,19.5,19.5,19.0,19.5,19.5,19.5,19.25,19.75,19.5,19.5,19.75,19.75,20.0,20.0,19.5,19.25,19.75,20.0,20.0,20.0,20.0,19.5,19.5,19.25,19.75,20.0,20.25,20.0,19.25,19.75,19.25,19.25,19.75,20.25,20.0,20.5,20.25,19.5,19.0,19.25,19.75,19.5,20.0,20.0,20.25,20.0,19.0,18.5,19.25,19.25,20.25,19.5,20.0,19.25,18.0,18.75,19.5,20.0,19.0,20.25,19.75,19.5,24.81,2020-11-05 03:01:10.758,-0.20904583044227518,4.394705643140942
1364,19.0,19.25,19.25,20.0,19.0,19.75,20.0,19.5,18.5,19.5,19.5,19.75,20.25,19.75,20.0,19.5,19.25,19.5,20.5,20.0,19.75,19.75,20.0,19.5,19.75,19.0,20.0,20.0,20.0,20.0,19.5,19.5,19.75,19.75,20.25,20.0,19.75,20.25,20.0,19.5,19.25,19.5,19.5,20.0,20.25,20.25,20.0,19.5,18.25,19.25,19.5,19.75,20.0,20.0,19.75,20.25,18.5,18.25,19.75,19.75,19.0,20.25,20.25,19.25,24.81,2020-11-05 03:01:10.859,-0.10972881933349202,4.374754693643087
1365,18.75,19.5,19.5,19.5,19.25,19.5,19.25,19.75,19.0,19.0,19.5,20.0,20.0,19.5,20.0,20.0,19.5,19.5,20.0,20.0,19.75,20.0,19.75,19.5,19.5,19.75,20.0,20.25,19.75,20.0,19.75,19.75,18.75,19.5,19.75,20.25,20.0,20.25,20.0,19.75,19.5,19.0,19.5,20.0,20.0,20.0,20.0,19.25,18.25,19.25,19.25,19.75,20.0,19.75,20.0,19.75,18.5,18.75,19.5,19.75,19.25,19.5,19.5,19.5,24.87,2020-11-05 03:01:10.961,-0.009211170013154307,4.3542869693284825
1366,18.75,19.75,19.25,19.75,19.75,19.75,19.75,19.5,18.5,19.75,19.75,20.0,20.0,19.75,20.0,19.5,19.0,19.5,20.0,20.0,20.0,20.0,19.75,19.25,19.75,20.0,20.0,19.75,20.25,20.0,19.25,20.0,19.5,19.25,19.5,20.0,19.75,20.0,20.25,19.5,19.25,19.5,19.25,19.25,19.75,19.75,20.25,20.25,18.25,19.0,19.75,19.5,20.25,19.5,20.5,19.75,18.75,19.0,19.25,19.25,19.5,19.75,19.75,19.5,24.81,2020-11-05 03:01:11.061,0.08670943327147988,4.335522319133726
1367,18.75,19.25,19.5,19.75,19.5,20.0,19.5,19.5,18.75,19.5,19.75,20.0,20.0,19.75,20.0,19.75,19.0,19.5,20.0,20.0,20.25,20.25,19.75,19.5,19.0,19.5,20.25,20.0,20.0,20.0,19.75,19.75,19.25,19.25,20.0,20.0,19.75,20.25,19.5,19.5,19.5,19.25,19.5,19.75,20.0,20.0,20.0,19.25,19.0,19.25,19.25,20.0,20.0,19.75,20.0,20.0,19.0,18.25,19.0,20.0,19.75,19.75,19.5,19.5,24.81,2020-11-05 03:01:11.162,0.18592139339156533,4.299274498522255
1368,19.25,19.0,19.5,19.5,19.75,20.0,20.0,19.25,18.5,19.5,19.25,19.5,20.0,19.75,20.0,19.75,19.0,19.25,20.25,19.75,19.75,19.75,19.75,19.5,19.25,19.5,19.75,19.5,20.0,19.75,19.75,19.75,19.0,19.5,20.0,19.75,19.75,20.0,19.75,20.0,18.75,19.25,19.75,19.75,20.25,20.0,19.75,19.75,18.25,19.25,19.25,19.5,20.5,20.0,20.0,20.25,18.5,19.0,19.75,19.5,19.5,20.0,19.25,19.25,24.81,2020-11-05 03:01:11.263,0.28177226587780135,4.244358857356765
1369,18.5,19.25,19.75,19.75,19.75,20.0,20.25,19.75,18.5,19.5,19.75,19.75,19.75,19.75,19.75,19.25,19.25,19.0,19.75,19.75,19.75,20.0,19.75,19.25,19.5,19.75,20.25,20.0,20.25,20.0,19.25,19.75,19.0,19.25,20.0,20.5,20.0,20.25,20.0,20.0,19.25,19.25,19.75,19.75,20.0,20.0,19.75,19.25,18.5,19.0,19.75,20.0,20.5,19.5,20.25,19.75,18.5,19.0,19.25,19.75,19.25,19.25,19.75,19.5,24.81,2020-11-05 03:01:11.364,0.3672829328376369,4.179644324703341
1370,18.75,19.25,19.5,19.75,19.0,19.25,19.5,19.5,19.0,19.25,19.75,19.5,19.5,18.75,19.5,19.5,19.0,19.25,20.0,19.75,20.0,20.0,19.5,20.0,19.5,19.75,19.75,20.0,20.25,20.25,19.5,19.5,18.75,19.0,19.75,19.75,20.0,20.0,20.0,19.5,19.25,19.25,20.0,20.0,19.5,19.75,20.0,19.75,18.5,19.25,19.5,19.5,19.75,20.25,20.25,19.0,18.75,18.5,19.75,19.25,19.75,19.25,19.5,19.25,24.81,2020-11-05 03:01:11.466,0.4405724978139246,4.106588073162747
1371,18.75,19.25,19.5,19.75,19.0,19.25,19.5,19.5,19.0,19.25,19.75,19.5,19.5,18.75,19.5,19.5,19.25,19.75,20.0,20.0,20.0,20.0,19.5,19.5,19.75,19.75,19.5,19.75,20.25,20.25,19.5,20.0,19.25,19.25,20.0,20.25,20.0,20.0,19.75,19.5,19.25,19.0,19.25,19.5,20.25,20.0,19.75,20.0,18.75,19.25,19.75,20.0,20.0,19.75,20.0,19.75,18.25,18.75,19.25,19.75,19.5,20.0,19.75,20.25,24.81,2020-11-05 03:01:11.569,0.49530921736820577,4.028661287784217
1372,18.5,19.5,19.0,19.75,19.5,19.5,20.0,19.0,19.25,19.5,20.0,19.25,19.5,19.5,20.0,19.75,19.25,19.75,20.0,20.0,20.0,20.0,19.5,19.5,19.75,19.75,19.5,19.75,20.25,20.25,19.5,20.0,19.25,19.25,20.0,20.25,20.0,20.0,19.75,19.5,19.25,19.0,19.25,19.5,20.25,20.0,19.75,20.0,18.5,19.25,19.5,19.5,19.75,20.0,20.0,20.25,18.0,18.75,19.75,20.0,19.5,20.25,19.25,19.5,24.81,2020-11-05 03:01:11.667,0.547227644187499,3.9488569541114344
1373,18.75,19.0,19.25,19.25,19.5,19.75,19.5,19.5,19.5,19.25,19.75,19.5,20.25,20.0,20.25,20.25,18.75,19.0,20.0,19.75,19.75,20.25,19.5,19.5,19.25,20.0,20.25,20.0,20.0,19.75,19.25,20.25,19.25,19.25,20.0,19.75,19.75,20.25,20.25,19.5,18.75,19.25,19.5,19.75,20.0,20.0,20.0,20.25,18.5,19.25,19.5,19.5,19.75,20.0,20.0,20.25,18.0,18.75,19.75,20.0,19.5,20.25,19.25,19.5,24.81,2020-11-05 03:01:11.771,0.5905256680694465,3.861145293245716
1374,18.75,19.25,19.75,19.5,19.5,19.25,19.5,19.5,18.75,19.0,20.0,19.5,20.0,19.5,19.5,19.5,19.0,19.75,20.0,20.25,19.5,20.25,19.5,19.25,19.75,20.0,19.75,20.0,20.0,19.75,19.75,19.5,19.25,19.25,20.0,20.0,19.75,20.0,20.0,20.0,18.75,19.25,19.0,19.5,20.0,19.5,20.0,20.25,19.0,18.25,20.0,19.5,20.25,19.5,20.0,19.75,18.25,19.0,19.5,19.25,19.25,20.25,19.75,19.25,24.87,2020-11-05 03:01:11.869,0.6200121003763788,3.769220664924869
1375,18.75,19.5,19.5,19.75,19.5,19.5,20.0,19.75,19.0,19.25,20.0,19.75,19.75,19.75,19.75,20.0,19.25,19.25,20.25,20.0,20.25,20.0,19.75,19.5,19.5,19.5,19.5,20.25,20.0,20.25,19.25,20.0,19.25,18.75,20.0,20.0,20.0,20.5,20.0,19.5,19.25,19.5,19.5,19.5,20.0,20.0,20.0,20.25,18.5,19.25,19.75,20.0,20.5,20.25,20.0,20.25,18.5,18.5,19.5,19.0,19.5,19.5,20.0,19.25,24.87,2020-11-05 03:01:11.971,0.6469369545503619,3.66951335711364
1376,18.5,19.5,19.75,19.25,19.5,19.5,19.5,19.25,18.5,19.0,19.5,19.75,20.25,19.75,19.75,20.5,19.0,19.0,20.0,20.25,19.75,20.25,20.0,19.0,19.5,19.25,19.75,20.25,20.0,20.0,19.75,19.5,18.75,19.25,20.0,20.25,19.5,20.0,20.25,19.75,19.0,19.25,19.75,19.5,19.75,19.5,19.5,19.0,18.25,19.5,19.75,19.25,20.25,20.0,19.75,19.5,18.25,18.5,19.75,19.5,19.5,20.0,19.0,20.0,24.81,2020-11-05 03:01:12.072,0.6691522851649869,3.5698947743998746
1377,19.0,19.0,19.75,19.25,19.5,19.25,19.75,19.25,19.25,19.75,19.75,19.5,19.5,19.75,20.25,21.0,19.0,19.5,20.0,20.0,19.75,20.25,19.75,20.0,19.5,19.75,19.5,20.0,20.0,19.5,19.75,20.0,19.0,19.5,19.75,20.0,20.0,20.25,20.25,19.75,19.25,19.75,19.75,19.75,19.5,20.25,20.0,19.75,18.5,19.25,19.25,19.75,19.75,19.75,20.0,19.75,18.0,18.25,19.5,19.5,19.5,19.5,19.25,19.5,24.81,2020-11-05 03:01:12.174,0.6807281086133885,3.4625909124762897
1378,19.0,19.0,19.5,19.5,19.75,19.75,20.0,19.75,19.0,19.25,19.75,19.75,20.0,19.25,20.0,21.0,19.25,19.0,20.25,20.0,20.0,20.0,20.0,20.0,19.5,20.0,20.25,20.0,20.5,19.75,19.75,20.25,19.0,19.25,20.0,20.0,19.75,20.5,20.25,19.5,19.25,19.5,20.0,19.5,20.25,20.25,20.0,19.75,19.25,19.0,19.5,19.75,20.25,20.25,20.25,20.0,18.5,18.5,19.5,19.5,19.25,19.5,19.75,19.5,24.81,2020-11-05 03:01:12.274,0.6681138280858427,3.355068792463403
1379,18.25,19.0,19.25,19.5,19.5,19.5,19.75,20.25,18.75,19.25,19.5,19.5,19.25,19.75,20.75,22.0,19.25,19.25,19.75,20.0,20.0,20.0,20.0,20.5,19.0,19.5,19.75,19.5,20.25,20.0,19.5,19.75,19.5,19.25,20.0,19.75,19.75,20.25,20.25,19.0,19.25,19.25,19.5,19.25,20.75,20.5,19.5,20.25,18.0,19.5,19.75,19.75,20.25,19.75,19.75,19.5,18.75,18.25,19.75,19.5,19.5,20.0,19.5,19.25,24.81,2020-11-05 03:01:12.374,0.6413089352273418,3.259516504222659
1380,18.0,19.5,20.0,19.5,19.25,20.0,20.25,21.25,19.0,19.25,19.25,19.5,19.5,20.0,20.25,22.25,18.75,19.25,19.75,19.75,20.0,20.0,20.25,19.75,19.5,19.25,19.75,20.0,20.0,20.0,19.5,19.75,19.0,19.5,19.75,20.25,19.75,20.25,20.0,19.75,19.0,19.25,19.25,19.75,20.0,20.25,20.0,20.0,18.0,19.25,19.75,19.75,20.0,20.0,20.0,19.75,18.75,18.75,19.75,19.25,19.5,20.0,19.5,19.75,24.81,2020-11-05 03:01:12.475,0.6020547832268583,3.168806645545458
1381,18.5,19.0,19.5,19.25,19.5,19.75,21.25,21.5,18.75,19.25,19.75,19.75,20.0,19.5,20.75,22.0,19.0,19.0,19.75,20.0,19.75,20.0,20.25,20.25,19.75,19.5,20.0,19.75,19.75,20.0,19.75,20.0,19.5,19.25,20.0,20.0,19.75,20.25,20.0,19.75,18.75,19.0,19.75,20.0,19.5,19.75,20.0,20.0,18.25,19.25,19.75,19.5,20.0,19.75,20.25,19.0,18.25,18.5,19.0,19.75,20.0,19.5,19.25,19.75,24.81,2020-11-05 03:01:12.576,0.5489525364724228,3.087634312939639
1382,18.75,19.5,20.0,19.75,19.5,20.75,21.5,22.0,19.25,19.5,19.5,19.25,20.25,20.25,21.25,21.75,19.25,19.5,20.5,20.0,19.75,20.25,20.25,20.0,19.25,19.25,19.75,20.25,20.25,20.0,19.75,20.0,19.5,19.5,19.75,20.0,20.0,20.25,20.25,20.0,19.25,19.5,19.5,19.5,20.25,19.75,20.0,20.25,18.75,19.25,19.5,19.75,20.25,20.0,19.75,19.25,18.75,18.75,19.25,19.25,19.25,19.5,19.5,19.5,24.81,2020-11-05 03:01:12.677,0.49319376742934695,3.011083149265633
1383,18.75,19.25,19.75,19.25,19.5,20.5,21.75,22.25,19.25,19.75,19.75,19.75,20.0,20.25,22.25,22.0,18.75,19.5,20.0,19.75,19.75,20.25,20.5,20.0,19.0,20.0,19.75,20.25,20.0,20.0,19.5,20.0,19.25,19.5,20.25,20.25,20.0,20.5,20.0,20.0,19.0,19.25,19.25,19.75,19.75,20.25,19.75,19.75,18.5,19.25,19.25,19.5,20.0,19.75,19.75,19.25,18.75,18.5,19.25,19.75,19.5,20.0,19.25,19.5,24.81,2020-11-05 03:01:12.779,0.43550588428986986,2.9298363246538024
1384,18.5,19.25,20.0,19.75,19.75,20.25,21.75,21.25,19.25,19.25,19.5,20.0,20.25,21.5,22.0,22.0,19.75,19.75,19.75,20.0,19.75,21.0,21.0,20.25,19.25,19.5,20.25,20.25,20.0,19.75,19.5,19.75,19.5,19.5,19.5,20.0,19.75,20.25,20.0,19.5,18.5,19.5,19.5,19.5,20.0,20.0,19.75,19.75,18.0,19.0,19.25,20.0,20.25,19.75,20.0,19.75,19.25,18.75,19.0,19.5,19.25,20.25,20.0,19.25,24.81,2020-11-05 03:01:12.879,0.37388101631127507,2.8528978027544896
1385,19.0,19.25,20.0,20.0,19.25,20.5,22.25,20.75,19.25,19.0,20.0,19.5,20.5,22.0,23.0,22.0,19.0,18.75,20.5,20.0,20.0,21.0,21.75,20.5,19.5,19.25,20.0,19.75,20.25,20.0,20.0,20.0,19.0,19.25,20.25,19.75,19.75,20.25,20.25,19.75,19.0,19.25,19.5,20.0,20.25,19.75,20.0,19.75,18.75,19.0,19.75,19.75,20.0,20.25,20.0,20.0,18.75,19.0,19.0,19.75,19.75,19.75,19.25,19.0,24.81,2020-11-05 03:01:12.980,0.3043008435382452,2.77555599284558
1386,18.5,19.25,19.5,19.5,19.5,20.5,21.0,20.0,18.5,19.25,20.0,19.5,20.5,22.0,22.5,21.25,19.25,19.25,19.75,20.0,20.75,21.75,21.75,20.5,19.0,19.75,19.5,20.0,20.25,20.0,20.25,20.0,19.0,18.75,20.75,20.0,19.5,20.25,20.25,20.0,18.5,19.25,19.75,19.75,19.75,19.75,20.0,20.25,18.5,19.0,19.75,19.75,20.0,20.0,19.75,20.25,18.5,19.0,19.25,19.25,20.0,19.75,19.5,19.75,24.81,2020-11-05 03:01:13.082,0.2312377794866591,2.6979055716443234
1387,19.0,19.0,19.75,19.5,19.5,20.75,20.25,19.5,19.0,19.0,19.5,20.0,21.25,22.5,21.75,20.25,19.0,19.25,20.0,20.25,21.0,22.25,22.25,19.75,19.75,19.75,19.5,19.75,21.0,20.5,21.0,19.75,19.25,19.0,19.75,19.75,19.75,20.0,20.25,20.0,19.0,19.25,19.75,19.75,19.75,20.0,20.0,20.25,18.5,19.0,19.5,19.75,20.0,19.75,19.5,19.5,18.5,19.5,19.75,19.5,19.5,20.0,19.75,19.5,24.81,2020-11-05 03:01:13.185,0.14905321017968046,2.619420794010949
1388,18.75,19.75,19.75,20.0,19.25,20.25,19.75,19.75,19.25,19.5,19.5,20.0,21.0,20.75,21.0,20.25,18.75,19.5,19.75,20.5,22.0,22.25,21.25,19.75,19.25,19.25,19.75,20.0,21.5,22.0,20.5,20.25,19.5,19.25,20.0,20.25,20.0,20.75,19.75,19.5,19.0,19.75,19.25,20.0,20.0,20.0,20.0,20.25,19.0,19.25,19.75,20.0,20.25,19.75,20.25,19.25,18.75,18.75,19.25,20.0,19.25,20.0,19.5,20.0,24.81,2020-11-05 03:01:13.284,0.05337560419748244,2.5508649688488285
1389,19.0,18.75,19.25,20.0,19.75,19.5,20.0,19.75,18.25,19.5,19.75,20.0,19.75,20.0,20.0,19.5,19.25,19.75,19.75,20.75,22.5,21.5,19.5,19.5,19.0,20.0,19.75,20.5,21.75,21.5,20.25,20.25,19.0,19.0,19.75,20.0,19.75,20.5,20.5,19.75,19.5,19.25,19.75,19.75,20.0,19.75,20.0,19.5,17.75,19.5,19.5,20.0,19.75,19.75,19.75,19.5,18.5,18.75,19.5,19.75,20.0,20.0,19.0,19.5,24.81,2020-11-05 03:01:13.387,-0.04698325719641912,2.4963031792285593
1390,19.0,19.25,19.25,19.75,19.5,19.5,19.75,19.5,19.0,19.0,20.0,19.75,20.25,19.75,20.25,19.0,19.25,19.25,20.25,20.25,20.75,20.25,19.75,19.5,19.5,19.5,20.25,22.25,22.25,22.0,19.75,20.0,18.75,18.75,20.25,20.75,21.25,21.0,20.25,20.0,19.25,19.5,20.0,20.25,20.25,20.0,19.75,20.25,18.5,19.25,19.75,19.5,19.75,19.25,20.0,19.75,19.0,18.75,20.0,20.25,19.5,20.25,19.25,20.0,24.81,2020-11-05 03:01:13.485,-0.14269097102943887,2.452257508870876
1391,18.5,19.0,19.0,19.75,19.5,19.75,19.5,19.25,18.75,19.25,19.75,19.5,20.0,19.75,19.5,20.0,19.25,19.25,20.0,20.0,19.75,20.25,20.0,19.25,19.5,20.0,20.0,21.25,21.75,21.0,19.5,19.5,19.25,19.25,20.75,22.5,22.25,22.0,20.25,19.75,18.75,19.0,19.75,20.5,21.5,20.0,20.0,19.75,18.75,19.0,20.25,20.0,20.25,19.75,20.0,19.75,18.5,19.0,19.75,19.25,19.25,19.75,19.25,19.0,24.81,2020-11-05 03:01:13.587,-0.24484123998168317,2.4116032486211707
1392,18.75,19.25,19.5,19.0,19.5,19.75,20.0,19.25,19.25,19.25,19.5,19.5,20.25,20.0,19.75,19.25,19.0,19.5,20.25,19.75,20.0,20.25,19.5,19.25,19.5,19.5,20.0,20.5,20.75,20.0,19.75,20.0,19.0,19.25,20.5,22.75,22.5,21.0,20.0,20.0,19.25,19.25,20.75,22.25,22.75,20.5,20.0,19.5,19.0,19.5,19.5,21.25,21.0,19.75,20.25,19.75,18.75,18.25,19.5,19.75,19.75,19.75,19.25,20.0,24.81,2020-11-05 03:01:13.689,-0.3518786346126371,2.372861931693514
